pr_number,pr_title,pr_url,state,created_at,updated_at,closed_at,merged_at,merged,additions,deletions,changed_files,author_login,labels,review_count_reported
48310,fix(Insights): Pie chart tooltip should not overflow screen,https://github.com/PostHog/posthog/pull/48310,MERGED,2026-02-18T13:42:03Z,2026-02-19T09:39:44Z,2026-02-19T09:39:25Z,2026-02-19T09:39:25Z,True,3,0,1,sampennington,,1
48309,feat: Commit to incident.io status page logic,https://github.com/PostHog/posthog/pull/48309,MERGED,2026-02-18T13:29:43Z,2026-02-19T09:36:25Z,2026-02-19T09:36:22Z,2026-02-19T09:36:22Z,True,23,690,12,benjackwhite,,1
48265,feat(phai): update chat agent model to claude-sonnet-4-6,https://github.com/PostHog/posthog/pull/48265,MERGED,2026-02-18T08:05:34Z,2026-02-19T09:34:30Z,2026-02-19T09:34:28Z,2026-02-19T09:34:27Z,True,20,15,7,skoob13,,1
48412,fix(Inisghts): Setting dataset colours is quadratic,https://github.com/PostHog/posthog/pull/48412,MERGED,2026-02-19T08:29:00Z,2026-02-19T09:32:37Z,2026-02-19T09:32:35Z,2026-02-19T09:32:35Z,True,13,14,1,sampennington,,1
48415,ci(backend): increase Temporal test timeout from 300s to 600s,https://github.com/PostHog/posthog/pull/48415,MERGED,2026-02-19T09:20:33Z,2026-02-19T09:30:31Z,2026-02-19T09:30:30Z,2026-02-19T09:30:30Z,True,1,1,1,mendral-app,,1
48351,feat(alerts): add PostHog AI tool for creating alerts,https://github.com/PostHog/posthog/pull/48351,CLOSED,2026-02-18T17:20:19Z,2026-02-19T09:28:55Z,2026-02-19T09:28:54Z,,False,1328,2,13,vdekrijger,,0
48315,fix(cdp): back arrow navigation for internal destination notifications,https://github.com/PostHog/posthog/pull/48315,MERGED,2026-02-18T14:16:48Z,2026-02-19T09:27:17Z,2026-02-19T09:27:15Z,2026-02-19T09:27:15Z,True,13,13,4,yasen-posthog,,1
48159,feat(funnels): inline events in funnels (backend),https://github.com/PostHog/posthog/pull/48159,MERGED,2026-02-17T11:08:48Z,2026-02-19T09:16:37Z,2026-02-19T09:16:35Z,2026-02-19T09:16:35Z,True,581,18,6,gesh,,2
48352,fix: use patched chartjs stacked 100 plugin with perf fix,https://github.com/PostHog/posthog/pull/48352,MERGED,2026-02-18T17:35:04Z,2026-02-19T09:11:54Z,2026-02-19T09:11:52Z,2026-02-19T09:11:52Z,True,8,6,3,pauldambra,,8
48408,fix(ci): only comment on PR when there are actual test failures,https://github.com/PostHog/posthog/pull/48408,MERGED,2026-02-19T08:12:09Z,2026-02-19T09:10:50Z,2026-02-19T09:10:49Z,2026-02-19T09:10:49Z,True,5,7,1,webjunkie,priority-review,3
48410,fix(test): save insight before navigating back in dashboard edit test,https://github.com/PostHog/posthog/pull/48410,MERGED,2026-02-19T08:17:43Z,2026-02-19T09:06:54Z,2026-02-19T09:06:52Z,2026-02-19T09:06:51Z,True,15,5,1,mendral-app,,4
47627,fix(deps): Update Pillow to 12.1.1,https://github.com/PostHog/posthog/pull/47627,CLOSED,2026-02-11T15:25:09Z,2026-02-19T09:04:49Z,2026-02-19T09:04:36Z,,False,0,0,0,mendral-app,stale,2
48381,feat: find missing query tags,https://github.com/PostHog/posthog/pull/48381,MERGED,2026-02-18T22:23:55Z,2026-02-19T08:59:25Z,2026-02-19T08:59:23Z,2026-02-19T08:59:23Z,True,21,0,1,orian,,2
46846,fix(billing): Refresh org before applying usage quota limiting,https://github.com/PostHog/posthog/pull/46846,OPEN,2026-02-04T15:02:06Z,2026-02-19T08:49:00Z,,,False,73,0,2,abhischekt,bug,2
48273,fix(billing): add POST fallback for /v2/spend and /v2/usage,https://github.com/PostHog/posthog/pull/48273,MERGED,2026-02-18T09:17:50Z,2026-02-19T08:31:19Z,2026-02-19T08:31:16Z,2026-02-19T08:31:16Z,True,248,39,4,abhischekt,,1
48075,feat(funnels): inline events UI in funnels,https://github.com/PostHog/posthog/pull/48075,MERGED,2026-02-16T14:55:18Z,2026-02-19T08:26:27Z,2026-02-19T08:26:23Z,2026-02-19T08:26:23Z,True,422,154,20,gesh,,7
48354,fix(Insights): Insights table slowness on many cols,https://github.com/PostHog/posthog/pull/48354,MERGED,2026-02-18T17:35:57Z,2026-02-19T08:15:47Z,2026-02-19T08:15:45Z,2026-02-19T08:15:45Z,True,49,14,1,sampennington,,2
48229,feat: PersonHog-Coordination PoC,https://github.com/PostHog/posthog/pull/48229,MERGED,2026-02-17T19:11:34Z,2026-02-19T08:10:43Z,2026-02-19T08:10:41Z,2026-02-19T08:10:41Z,True,4024,10,20,jose-sequeira,,4
46342,fix(temporal): Update the shutdown logic,https://github.com/PostHog/posthog/pull/46342,OPEN,2026-01-30T01:04:51Z,2026-02-19T07:46:04Z,,,False,65,60,1,Gilbert09,stale,4
46358,feat(workflows): add PushSubscription model and migration,https://github.com/PostHog/posthog/pull/46358,CLOSED,2026-01-30T11:00:52Z,2026-02-19T07:46:02Z,2026-02-19T07:46:02Z,,False,204,1,4,odin-posthog,stale,4
46393,feat(insights): Home tab for product analytics,https://github.com/PostHog/posthog/pull/46393,CLOSED,2026-01-30T14:29:59Z,2026-02-19T07:46:00Z,2026-02-19T07:46:00Z,,False,803,141,34,anirudhpillai,stale,3
46546,[WIP] feat(dashboards): use ai to explain changes,https://github.com/PostHog/posthog/pull/46546,CLOSED,2026-02-02T14:35:35Z,2026-02-19T07:45:57Z,2026-02-19T07:45:57Z,,False,276,12,5,anirudhpillai,stale,1
46570,feat(hogai): sync core memory to queryable memory system,https://github.com/PostHog/posthog/pull/46570,CLOSED,2026-02-02T17:55:13Z,2026-02-19T07:45:54Z,2026-02-19T07:45:54Z,,False,863,16,6,oliverb123,stale,1
46571,feat(mcp): add queryable memory system to MCP server,https://github.com/PostHog/posthog/pull/46571,CLOSED,2026-02-02T17:55:37Z,2026-02-19T07:45:52Z,2026-02-19T07:45:52Z,,False,661,0,12,oliverb123,stale,2
46716,feat(cohorts): add Django admin tools for cohort recalculation,https://github.com/PostHog/posthog/pull/46716,CLOSED,2026-02-03T18:06:55Z,2026-02-19T07:45:47Z,2026-02-19T07:45:47Z,,False,914,2,11,gustavohstrassburger,stale,9
46735,chore(deps): bump lodash from 4.17.21 to 4.17.23,https://github.com/PostHog/posthog/pull/46735,OPEN,2026-02-03T19:05:45Z,2026-02-19T07:45:44Z,,,False,51,18,2,dependabot,dependencies|stale|javascript,0
46786,chore(deps): bump express from 4.18.2 to 4.22.0,https://github.com/PostHog/posthog/pull/46786,OPEN,2026-02-04T03:00:11Z,2026-02-19T07:45:42Z,,,False,225,139,2,dependabot,dependencies|stale|javascript,0
46796,perf(e2e): add diagnostic logging to workspace creation,https://github.com/PostHog/posthog/pull/46796,CLOSED,2026-02-04T08:17:32Z,2026-02-19T07:45:39Z,2026-02-19T07:45:39Z,,False,228,11,4,mendral-app,stale,0
46801,perf(test): add diagnostic timing logs to Playwright workspace creation,https://github.com/PostHog/posthog/pull/46801,CLOSED,2026-02-04T09:08:38Z,2026-02-19T07:45:36Z,2026-02-19T07:45:36Z,,False,27,1,1,mendral-app,stale,0
46832,feat(dwh): customer.io source,https://github.com/PostHog/posthog/pull/46832,CLOSED,2026-02-04T13:32:28Z,2026-02-19T07:45:35Z,2026-02-19T07:45:35Z,,False,457,23,4,MarconLP,stale,0
46848,Use alternative Ubuntu mirrors,https://github.com/PostHog/posthog/pull/46848,CLOSED,2026-02-04T15:19:26Z,2026-02-19T07:45:33Z,2026-02-19T07:45:33Z,,False,24,2,1,mendral-app,stale,0
46929,fix(duckling): make file registration idempotent,https://github.com/PostHog/posthog/pull/46929,CLOSED,2026-02-05T03:15:19Z,2026-02-19T07:45:28Z,2026-02-19T07:45:28Z,,False,28,0,1,fuziontech,stale,3
47587,feat(migrations): add wait_for_migrations management command,https://github.com/PostHog/posthog/pull/47587,OPEN,2026-02-11T10:26:25Z,2026-02-19T07:45:01Z,,,False,154,0,2,webjunkie,stale,2
47599,chore: add custom sorting to some column in support tickets,https://github.com/PostHog/posthog/pull/47599,OPEN,2026-02-11T11:43:25Z,2026-02-19T07:44:59Z,,,False,32,0,1,sakce,stale,1
47605,feat: SQL editor access control,https://github.com/PostHog/posthog/pull/47605,OPEN,2026-02-11T12:32:32Z,2026-02-19T07:44:58Z,,,False,50,12,11,a-lider,stale,0
47665,chore(product tours): add usage tracking,https://github.com/PostHog/posthog/pull/47665,OPEN,2026-02-12T00:51:27Z,2026-02-19T07:44:48Z,,,False,243,130,4,adboio,stale,0
46799,fix(hobby): handle detached HEAD in installer,https://github.com/PostHog/posthog/pull/46799,MERGED,2026-02-04T08:50:39Z,2026-02-19T07:27:24Z,2026-02-19T07:27:22Z,2026-02-19T07:27:22Z,True,434,41,5,MichaelKutsch-ph,stale,2
42450,feat: schema ingestion block,https://github.com/PostHog/posthog/pull/42450,MERGED,2025-12-02T00:40:39Z,2026-02-19T06:58:04Z,2026-02-19T06:58:02Z,2026-02-19T06:58:02Z,True,1262,26,25,aspicer,,16
48391,fix(insights): cache incomplete segment styling in line graph,https://github.com/PostHog/posthog/pull/48391,MERGED,2026-02-18T22:38:32Z,2026-02-19T06:46:47Z,2026-02-19T06:46:45Z,2026-02-19T06:46:45Z,True,19,24,1,thmsobrmlr,,2
47182,feat(surveys): add 'Open as new insight' button to rating trend charts,https://github.com/PostHog/posthog/pull/47182,MERGED,2026-02-06T20:19:55Z,2026-02-19T05:42:43Z,2026-02-19T05:42:40Z,2026-02-19T05:42:40Z,True,88,83,1,adboio,stale,1
48360,fix(llma): bind trace logic in replay conversation and other fixes,https://github.com/PostHog/posthog/pull/48360,MERGED,2026-02-18T19:26:21Z,2026-02-19T05:38:03Z,2026-02-19T05:38:01Z,2026-02-19T05:38:01Z,True,220,70,15,Radu-Raicea,,2
48331,bump version number,https://github.com/PostHog/posthog/pull/48331,CLOSED,2026-02-18T15:59:46Z,2026-02-19T05:32:28Z,2026-02-19T05:32:28Z,,False,6,2,3,adboio,,1
48284,chore: use PascalCase for generated Orval enum keys,https://github.com/PostHog/posthog/pull/48284,MERGED,2026-02-18T10:41:26Z,2026-02-19T03:26:17Z,2026-02-19T03:26:15Z,2026-02-19T03:26:15Z,True,2531,2530,70,webjunkie,,2
48397,fix(mcp): support confidential clients in OAuth DCR endpoint,https://github.com/PostHog/posthog/pull/48397,MERGED,2026-02-19T00:02:16Z,2026-02-19T02:49:08Z,2026-02-19T02:49:07Z,2026-02-19T02:49:07Z,True,41,14,2,MattBro,,1
48089,feat: bump clickhouse to 25.12.5.44,https://github.com/PostHog/posthog/pull/48089,MERGED,2026-02-16T16:23:06Z,2026-02-19T02:34:01Z,2026-02-19T02:19:00Z,2026-02-19T02:19:00Z,True,115,92,8,orian,,2
47671,feat(product tours): clean up new tour UX,https://github.com/PostHog/posthog/pull/47671,MERGED,2026-02-12T03:24:28Z,2026-02-18T23:12:52Z,2026-02-16T20:38:41Z,2026-02-16T20:38:41Z,True,380,293,12,adboio,,6
47550,feat(product tours): UX enhancement for tour element settings,https://github.com/PostHog/posthog/pull/47550,MERGED,2026-02-10T23:35:21Z,2026-02-18T23:12:51Z,2026-02-13T21:33:29Z,2026-02-13T21:33:29Z,True,726,251,12,adboio,,5
47405,chore(product tours): remove ProductToursToolbarButton,https://github.com/PostHog/posthog/pull/47405,MERGED,2026-02-10T00:54:50Z,2026-02-18T23:12:49Z,2026-02-13T19:04:19Z,2026-02-13T19:04:19Z,True,85,121,9,adboio,,2
47392,chore(product tours): toolbar UX enhancements,https://github.com/PostHog/posthog/pull/47392,MERGED,2026-02-09T22:18:57Z,2026-02-18T23:12:48Z,2026-02-13T17:33:50Z,2026-02-13T17:33:50Z,True,107,28,2,adboio,,4
47389,fix(product tours): fix drag-n-drop step re-ordering,https://github.com/PostHog/posthog/pull/47389,MERGED,2026-02-09T22:06:15Z,2026-02-18T23:12:47Z,2026-02-13T16:52:48Z,2026-02-13T16:52:48Z,True,1,4,1,adboio,,3
47388,chore(product tours): simplify back-to-posthog flow from toolbar,https://github.com/PostHog/posthog/pull/47388,MERGED,2026-02-09T21:40:10Z,2026-02-18T23:12:45Z,2026-02-13T16:34:40Z,2026-02-13T16:34:40Z,True,16,43,2,adboio,,4
47384,chore(product tours): clean up step updates in toolbar logic,https://github.com/PostHog/posthog/pull/47384,MERGED,2026-02-09T21:30:26Z,2026-02-18T23:12:44Z,2026-02-11T16:12:50Z,2026-02-11T16:12:50Z,True,19,59,2,adboio,,2
48363,fix(flags): improve error messages and status codes for data parsing failures,https://github.com/PostHog/posthog/pull/48363,MERGED,2026-02-18T20:06:44Z,2026-02-18T23:08:23Z,2026-02-18T23:08:21Z,2026-02-18T23:08:21Z,True,172,59,6,dmarticus,,3
48249,fix(annotations): increase max_length of content field to 1200 charac…,https://github.com/PostHog/posthog/pull/48249,MERGED,2026-02-17T23:09:20Z,2026-02-18T22:41:04Z,2026-02-18T22:41:03Z,2026-02-18T22:41:03Z,True,21,4,4,timgl,,4
48241,feat: show effective project access in access control,https://github.com/PostHog/posthog/pull/48241,CLOSED,2026-02-17T21:54:12Z,2026-02-18T22:37:16Z,2026-02-18T22:37:16Z,,False,210,65,3,a-lider,,0
48375,feat(dagster): add real integration tests to person distinct ID disassociation job,https://github.com/PostHog/posthog/pull/48375,MERGED,2026-02-18T21:29:46Z,2026-02-18T22:13:24Z,2026-02-18T22:13:22Z,2026-02-18T22:13:22Z,True,201,8,2,eli-r-ph,,1
47840,feat(hobby): persons migrations on hobby deploys via django,https://github.com/PostHog/posthog/pull/47840,MERGED,2026-02-13T05:39:04Z,2026-02-18T22:07:58Z,2026-02-18T22:07:57Z,2026-02-18T22:07:56Z,True,250,11,4,nickbest-ph,,11
48373,fix(ux): sidepanel last minute updates,https://github.com/PostHog/posthog/pull/48373,MERGED,2026-02-18T21:26:07Z,2026-02-18T21:49:46Z,2026-02-18T21:49:44Z,2026-02-18T21:49:44Z,True,61,12,6,adamleithp,,2
47565,chore(hobby): support persons migration for hobby deploys,https://github.com/PostHog/posthog/pull/47565,CLOSED,2026-02-11T05:36:33Z,2026-02-18T21:47:00Z,2026-02-18T21:47:00Z,,False,55,19,5,nickbest-ph,,0
47156,feat(ma): adding snapchat integration into marketing analytics dashboard,https://github.com/PostHog/posthog/pull/47156,MERGED,2026-02-06T17:28:00Z,2026-02-18T21:41:20Z,2026-02-18T21:41:18Z,2026-02-18T21:41:18Z,True,1701,107,23,jabahamondes,,6
48256,feat(experiments): basic experiment template modal.,https://github.com/PostHog/posthog/pull/48256,MERGED,2026-02-18T02:17:06Z,2026-02-18T21:33:21Z,2026-02-18T21:33:19Z,2026-02-18T21:33:19Z,True,98,1,3,rodrigoi,,7
48369,docs(onboarding): Switch flags API to use getFeatureFlagResult,https://github.com/PostHog/posthog/pull/48369,OPEN,2026-02-18T20:43:54Z,2026-02-18T21:20:37Z,,,False,179,135,11,dustinbyrne,,1
47992,fix(web-analytics): left-align filter dropdown,https://github.com/PostHog/posthog/pull/47992,MERGED,2026-02-14T18:04:28Z,2026-02-18T21:14:51Z,2026-02-18T21:14:50Z,2026-02-18T21:14:50Z,True,1,1,1,will-marella,,1
48365,feat: Move skills to .agents directory and add react-doctor skill,https://github.com/PostHog/posthog/pull/48365,MERGED,2026-02-18T20:10:11Z,2026-02-18T20:49:02Z,2026-02-18T20:44:27Z,2026-02-18T20:44:26Z,True,46,0,8,rafaeelaudibert,,2
47174,feat: add cursor integration to workflows,https://github.com/PostHog/posthog/pull/47174,CLOSED,2026-02-06T19:36:03Z,2026-02-18T20:21:56Z,2026-02-18T20:21:56Z,,False,753,29,25,fercgomes,,8
48361,"Revert ""feat: taxonomic filter typeahead for screen and url without choosing event""",https://github.com/PostHog/posthog/pull/48361,MERGED,2026-02-18T19:54:52Z,2026-02-18T20:08:07Z,2026-02-18T19:55:34Z,2026-02-18T19:55:34Z,True,7,353,14,fuziontech,,2
45468,feat(onboarding): AI-powered conversational onboarding with product discovery,https://github.com/PostHog/posthog/pull/45468,MERGED,2026-01-20T17:03:15Z,2026-02-18T20:01:29Z,2026-02-18T20:01:26Z,2026-02-18T20:01:26Z,True,607,15,18,MattBro,stale,32
48326,fix(ux): offramp modal fix and nits,https://github.com/PostHog/posthog/pull/48326,MERGED,2026-02-18T15:39:36Z,2026-02-18T20:00:09Z,2026-02-18T20:00:06Z,2026-02-18T20:00:06Z,True,50,22,7,adamleithp,,3
48359,fix(llma): bind trace logic in replay conversation,https://github.com/PostHog/posthog/pull/48359,CLOSED,2026-02-18T19:22:38Z,2026-02-18T19:37:10Z,2026-02-18T19:27:01Z,,False,267,23,6,Radu-Raicea,,1
48322,chore(signals): Comment to trigger the workers re-deployment.,https://github.com/PostHog/posthog/pull/48322,MERGED,2026-02-18T15:18:33Z,2026-02-18T19:34:13Z,2026-02-18T19:34:10Z,2026-02-18T19:34:10Z,True,1,0,1,sortafreel,,1
48228,feat(web-analytics): add inline filter chips on breakdown tables,https://github.com/PostHog/posthog/pull/48228,CLOSED,2026-02-17T19:09:03Z,2026-02-18T19:27:06Z,2026-02-18T19:27:06Z,,False,129,3,3,jabahamondes,,1
48247,docs(flags): Update snippets to use getFeatureFlagResult,https://github.com/PostHog/posthog/pull/48247,OPEN,2026-02-17T22:45:57Z,2026-02-18T19:18:19Z,,,False,398,246,23,dustinbyrne,,1
48345,feat(llma): add prompt usage tab and resolve endpoint,https://github.com/PostHog/posthog/pull/48345,MERGED,2026-02-18T16:57:09Z,2026-02-18T19:05:52Z,2026-02-18T19:05:51Z,2026-02-18T19:05:51Z,True,255,16,5,Radu-Raicea,,3
34464,feat(cookieless): Support alias on cookie consent with cookieless,https://github.com/PostHog/posthog/pull/34464,OPEN,2025-07-02T12:27:33Z,2026-02-18T18:57:14Z,,,False,409,103,6,robbie-c,stale,5
35753,feat(web-analytics): show which properties are optimized for new query engine,https://github.com/PostHog/posthog/pull/35753,CLOSED,2025-07-28T19:57:03Z,2026-02-18T18:54:49Z,2026-02-18T18:54:49Z,,False,449,50,24,lricoy,stale,11
48244,feat(ingestion):  person distinct ID disassociation tool,https://github.com/PostHog/posthog/pull/48244,MERGED,2026-02-17T22:21:17Z,2026-02-18T18:53:53Z,2026-02-18T18:53:51Z,2026-02-18T18:53:51Z,True,550,0,3,eli-r-ph,,4
47037,"feat(surveys): polish redesigned view with filters, compact stats, and details",https://github.com/PostHog/posthog/pull/47037,MERGED,2026-02-05T20:25:13Z,2026-02-18T18:50:59Z,2026-02-18T18:50:57Z,2026-02-18T18:50:57Z,True,864,307,16,lucasheriques,stale|graphite-merge-queue,9
48316,fix(ux): context panel styling nits,https://github.com/PostHog/posthog/pull/48316,MERGED,2026-02-18T14:20:54Z,2026-02-18T18:49:23Z,2026-02-18T18:49:21Z,2026-02-18T18:49:21Z,True,52,19,8,adamleithp,,3
48337,chore(flags): validate operator when creating new flag,https://github.com/PostHog/posthog/pull/48337,MERGED,2026-02-18T16:22:20Z,2026-02-18T18:47:31Z,2026-02-18T18:47:29Z,2026-02-18T18:47:29Z,True,116,0,2,patricio-posthog,,5
47345,feat(flags): implement custom canary workflow,https://github.com/PostHog/posthog/pull/47345,CLOSED,2026-02-09T17:18:41Z,2026-02-18T18:35:31Z,2026-02-18T18:35:31Z,,False,139,0,1,matheus-vb,stale,5
48308,chore(slack): Make dev region Slack use test account for everyone,https://github.com/PostHog/posthog/pull/48308,MERGED,2026-02-18T13:27:28Z,2026-02-18T18:20:57Z,2026-02-18T18:20:56Z,2026-02-18T18:20:56Z,True,5,2,2,Twixes,,3
47658,feat: allow event_definition api scope to edit schemas,https://github.com/PostHog/posthog/pull/47658,MERGED,2026-02-11T22:07:54Z,2026-02-18T18:06:31Z,2026-02-18T18:06:30Z,2026-02-18T18:06:30Z,True,5,2,3,aspicer,,1
48013,feat(modeling): update code refs to dag_id/dag_id_text,https://github.com/PostHog/posthog/pull/48013,MERGED,2026-02-15T23:34:12Z,2026-02-18T17:50:25Z,2026-02-18T17:50:22Z,2026-02-18T17:50:22Z,True,112,105,20,andrewjmcgehee,,2
48014,"feat(modeling): drop old dag_id text col, indicies, checks",https://github.com/PostHog/posthog/pull/48014,OPEN,2026-02-15T23:39:55Z,2026-02-18T17:50:24Z,,,False,174,127,25,andrewjmcgehee,,3
48033,chore(llma): exclude batch_actions_ traces from project 2 workflows,https://github.com/PostHog/posthog/pull/48033,CLOSED,2026-02-16T11:00:25Z,2026-02-18T17:36:52Z,2026-02-18T17:36:52Z,,False,74,69,3,andrewm4894,team/llm-analytics,4
48062,feat(experiments): AI features cleanup,https://github.com/PostHog/posthog/pull/48062,MERGED,2026-02-16T13:50:04Z,2026-02-18T17:34:40Z,2026-02-18T17:34:37Z,2026-02-18T17:34:37Z,True,17,17,21,rodrigoi,,4
48336,feat(twig): add sandbox step latency metrics for process-task,https://github.com/PostHog/posthog/pull/48336,MERGED,2026-02-18T16:16:16Z,2026-02-18T17:26:02Z,2026-02-18T17:26:00Z,2026-02-18T17:26:00Z,True,105,4,3,tatoalo,,2
48134,feat(experiments): experiment templates panel.,https://github.com/PostHog/posthog/pull/48134,MERGED,2026-02-17T05:39:02Z,2026-02-18T17:17:47Z,2026-02-18T17:17:43Z,2026-02-18T17:17:43Z,True,182,0,6,rodrigoi,,3
48294,feat(dwh): required oauth scopes,https://github.com/PostHog/posthog/pull/48294,OPEN,2026-02-18T11:28:16Z,2026-02-18T16:59:24Z,,,False,16,8,8,MarconLP,,2
47877,chore(session-recording): add parse message step,https://github.com/PostHog/posthog/pull/47877,MERGED,2026-02-13T13:46:30Z,2026-02-18T16:54:57Z,2026-02-18T16:54:54Z,2026-02-18T16:54:54Z,True,812,640,8,z0br0wn,,7
47884,chore(feature-flags): Add delete button to new feature flag overview,https://github.com/PostHog/posthog/pull/47884,OPEN,2026-02-13T14:11:57Z,2026-02-18T16:46:59Z,,,False,66,10,3,jordanm-posthog,waiting,0
48094,feat(dwh): slack source,https://github.com/PostHog/posthog/pull/48094,OPEN,2026-02-16T17:13:21Z,2026-02-18T16:44:30Z,,,False,404,8,6,MarconLP,,10
47708,feat(pinterest-ads): add Pinterest Ads source type scaffold,https://github.com/PostHog/posthog/pull/47708,MERGED,2026-02-12T13:20:18Z,2026-02-18T16:44:24Z,2026-02-18T16:44:19Z,2026-02-18T16:44:19Z,True,2,0,2,jabahamondes,,2
48332,feat(llma): add turn numbers and chronological ordering to session traces,https://github.com/PostHog/posthog/pull/48332,MERGED,2026-02-18T16:08:05Z,2026-02-18T16:41:15Z,2026-02-18T16:41:12Z,2026-02-18T16:41:12Z,True,7,2,2,andrewm4894,team/llm-analytics,2
48318,fix(experiments): gracefully handle StatisticError instead of propagating to logs,https://github.com/PostHog/posthog/pull/48318,MERGED,2026-02-18T14:34:53Z,2026-02-18T16:33:06Z,2026-02-18T16:33:03Z,2026-02-18T16:33:03Z,True,177,30,2,andehen,,2
48115,feat: add name-based suggestions for resource transfers,https://github.com/PostHog/posthog/pull/48115,MERGED,2026-02-16T22:16:34Z,2026-02-18T16:26:41Z,2026-02-18T16:26:38Z,2026-02-18T16:26:38Z,True,244,19,4,ReeceJones,,5
48298,fix(dashboards/insights): order tags column,https://github.com/PostHog/posthog/pull/48298,MERGED,2026-02-18T12:15:41Z,2026-02-18T16:17:28Z,2026-02-18T16:17:26Z,2026-02-18T16:17:26Z,True,2,2,2,anirudhpillai,,1
47993,chore(surveys): add llma feedback usage metrics,https://github.com/PostHog/posthog/pull/47993,MERGED,2026-02-14T18:24:39Z,2026-02-18T16:12:09Z,2026-02-18T16:12:07Z,2026-02-18T16:12:07Z,True,168,0,2,adboio,,2
48320,feat(insights): prepare line graph data for chartjs parsing false,https://github.com/PostHog/posthog/pull/48320,OPEN,2026-02-18T15:05:38Z,2026-02-18T16:11:28Z,,,False,99,20,3,thmsobrmlr,,2
48242,fix: display correct access control rules in settings ui,https://github.com/PostHog/posthog/pull/48242,CLOSED,2026-02-17T22:03:55Z,2026-02-18T15:57:40Z,2026-02-18T15:57:39Z,,False,1228,768,74,ReeceJones,,0
48231,chore(cli): bump cargo-dist to v0.30.4,https://github.com/PostHog/posthog/pull/48231,MERGED,2026-02-17T19:53:24Z,2026-02-18T15:55:33Z,2026-02-18T15:55:30Z,2026-02-18T15:55:30Z,True,2,2,2,adboio,,1
48201,fix: stop Temporal workflow interceptor from double-capturing activity errors,https://github.com/PostHog/posthog/pull/48201,MERGED,2026-02-17T16:25:58Z,2026-02-18T15:50:28Z,2026-02-18T15:50:26Z,2026-02-18T15:50:26Z,True,123,36,5,carlos-marchal-ph,,2
47534,feat(cohorts): add download template csv link for user uploads,https://github.com/PostHog/posthog/pull/47534,OPEN,2026-02-10T20:45:47Z,2026-02-18T15:48:19Z,,,False,19,3,1,harihran-del,stale,2
48100,feat(llma): on-demand sentiment with lazy-loading traces table column,https://github.com/PostHog/posthog/pull/48100,CLOSED,2026-02-16T17:51:22Z,2026-02-18T15:44:29Z,2026-02-18T15:06:29Z,,False,5401,15,53,andrewm4894,team/llm-analytics|build-llm-analytics-image,9
48154,feat(err): improve similar issue,https://github.com/PostHog/posthog/pull/48154,MERGED,2026-02-17T10:39:33Z,2026-02-18T15:43:39Z,2026-02-18T15:43:37Z,2026-02-18T15:43:37Z,True,263,84,8,hpouillot,,2
48324,feat(llma): increase request latency bucket granularity,https://github.com/PostHog/posthog/pull/48324,MERGED,2026-02-18T15:22:06Z,2026-02-18T15:42:33Z,2026-02-18T15:42:31Z,2026-02-18T15:42:31Z,True,85,4,2,Radu-Raicea,,1
48313,fix(dashboards): re-add experimental dashboard item rendering flag,https://github.com/PostHog/posthog/pull/48313,MERGED,2026-02-18T14:04:07Z,2026-02-18T15:41:03Z,2026-02-18T15:34:58Z,2026-02-18T15:34:58Z,True,10,1,2,thmsobrmlr,,3
48266,fix(dashboard): Stop dashboard freeze from oversized results,https://github.com/PostHog/posthog/pull/48266,MERGED,2026-02-18T08:43:42Z,2026-02-18T15:40:29Z,2026-02-18T15:40:26Z,2026-02-18T15:40:26Z,True,27,5,2,sampennington,,2
48303,feat(llma): add llma_ prefix to AI cost metrics and track cost outcomes,https://github.com/PostHog/posthog/pull/48303,MERGED,2026-02-18T12:38:57Z,2026-02-18T15:39:03Z,2026-02-18T15:39:01Z,2026-02-18T15:39:01Z,True,28,6,2,andrewm4894,team/llm-analytics,4
48296,feat(ci): publish playwright report to cloudflare pages on PRs,https://github.com/PostHog/posthog/pull/48296,MERGED,2026-02-18T11:59:21Z,2026-02-18T15:38:02Z,2026-02-18T15:37:59Z,2026-02-18T15:37:59Z,True,117,0,2,webjunkie,,4
48285,feat(mcp): improve truncation in MCP,https://github.com/PostHog/posthog/pull/48285,MERGED,2026-02-18T10:46:15Z,2026-02-18T15:36:57Z,2026-02-18T15:36:55Z,2026-02-18T15:36:55Z,True,84,12,13,skoob13,,3
48156,refactor: extract personless step,https://github.com/PostHog/posthog/pull/48156,MERGED,2026-02-17T10:54:57Z,2026-02-18T15:36:29Z,2026-02-18T15:36:26Z,2026-02-18T15:36:26Z,True,211,393,10,lmenezes,,4
46585,chore: build hogql parser wasm library,https://github.com/PostHog/posthog/pull/46585,CLOSED,2026-02-02T20:24:25Z,2026-02-18T15:27:28Z,2026-02-18T15:27:04Z,,False,27,0,2,georgemunyoro,stale,3
48070,chore(cymbal): cymbal migration,https://github.com/PostHog/posthog/pull/48070,MERGED,2026-02-16T14:38:47Z,2026-02-18T15:06:28Z,2026-02-18T15:06:25Z,2026-02-18T15:06:25Z,True,887,1080,27,hpouillot,,5
48274,fix(Insights): Truncate breakdown queries,https://github.com/PostHog/posthog/pull/48274,MERGED,2026-02-18T09:20:29Z,2026-02-18T15:06:10Z,2026-02-18T15:06:07Z,2026-02-18T15:06:07Z,True,106,76,10,sampennington,,2
